kvalue;km_Puea;km_BphA1;km_BphB;km_BphC;km_BphD;kcat_Puea;kcat_BphA1;kcat_BphB;kcat_BphC;kcat_BphD
0.0291505306282518;1.00000020100929;1.00000019530519;1.00000019401883;1.00000019722143;1.00000019619711;0.0383141664902332;0.115937352183545;0.116380301989402;0.116493481354856;0.115960508171008
0.0327454916287773;1.00000019833513;1.00000019721491;1.00000019263252;1.00000019735176;1.00000019621126;0.0429702539744620;0.130231001937600;0.130731688432397;0.130859007536874;0.130256091089671
0.0367837977182863;1.00000019991651;1.00000019622322;1.00000019954081;1.00000019586742;1.00000019618903;0.0481821760275584;0.146285138596927;0.146852583934687;0.146995846349593;0.146313306424830
0.0413201240011534;1.00000020034648;1.00000019162762;1.00000019620158;1.00000019808689;1.00000019621382;0.0540139212339471;0.164319404661573;0.164961176856324;0.165122449166872;0.164348490167651
0.0464158883361278;1.00000020145854;1.00000021662789;1.00000022185882;1.00000019941784;1.00000019620513;0.0605369580502227;0.184573943556770;0.185307351688251;0.185484059659441;0.184605547291324
0.0521400828799968;1.00000019953517;1.00000019608530;1.00000017788972;1.00000019776793;1.00000019620224;0.0678256007876366;0.207323632359249;0.208157214754379;0.208361643778979;0.207357586994034
0.0585702081805667;1.00000019233824;1.00000019984299;1.00000019632186;1.00000019629657;1.00000019620340;0.0759661163818706;0.232873712332826;0.233825183898188;0.234054154111983;0.232910763857441
0.0657933224657568;1.00000019994394;1.00000019642220;1.00000020071206;1.00000019681370;1.00000019621225;0.0850557622652375;0.261569363744749;0.262655414449458;0.262911692252726;0.261609473518483
0.0739072203352578;1.00000019993650;1.00000019725308;1.00000017425014;1.00000019773990;1.00000019621127;0.0951899933938430;0.293796260430233;0.295039531182831;0.295316857493396;0.293839924954656
0.0830217568131974;1.00000020077988;1.00000019946762;1.00000021433113;1.00000019865041;1.00000019621338;0.106481965796672;0.329984387941173;0.331403473977885;0.331728623662145;0.330034340191951
0.0932603346883220;1.00000019994758;1.00000019684125;1.00000016090704;1.00000019626736;1.00000019622907;0.119050417908312;0.370624777432934;0.372261531259910;0.372640847338470;0.370678548017458
0.104761575278967;1.00000020006880;1.00000019649194;1.00000019415561;1.00000019659312;1.00000019622522;0.133020393720666;0.416256695219457;0.418167250609395;0.418570675182837;0.416314062375836
0.117681195243500;1.00000020031004;1.00000019642726;1.00000018760620;1.00000019661196;1.00000019684570;0.148520816434560;0.467483637695959;0.469714853286611;0.470172816488105;0.467551953035739
0.132194114846603;1.00000019999957;1.00000019770612;1.00000019586462;1.00000019674167;1.00000019017188;0.165718636105683;0.524984647191346;0.527610246325108;0.528128605796625;0.525063078609905
0.148496826225447;1.00000019968537;1.00000019527619;1.00000010051989;1.00000019677022;1.00000021124812;0.184725936415729;0.589501368981386;0.592631514426365;0.593226454114203;0.589614155398402
0.166810053720006;1.00000019996115;1.00000019972450;0.999999687815167;1.00000019702474;1.00000019686541;0.205716838062708;0.661856127462016;0.665649442706494;0.666333826406948;0.662023058549139
0.187381742286039;1.00000020184032;1.00000019601274;0.999997439246054;1.00000019748173;1.00000019701741;0.228825724167713;0.742905106399198;0.747631574993768;0.748422970706418;0.743201184124749
0.210490414451202;1.00000020027970;1.00000019683651;0.999988271895883;1.00000019709877;1.00000019679660;0.254201771242181;0.833527069397608;0.839632916637238;0.840554093767536;0.834097395068257
0.236448941264541;1.00000019955438;1.00000019682072;0.999958590218618;1.00000019805809;1.00000019762170;0.281987950212986;0.933623074419896;0.942611809730223;0.943943364333178;0.935435793695926
0.265608778294669;1.00000019995284;1.00000019388156;0.999861023031379;1.00000019688200;1.00000019737555;0.312271992719827;1.00000017873147;1.00000019937438;1.00000019867816;1.00000019715092
0.298364724028334;1.00000019959599;1.00000019423688;0.999608534954314;1.00000019575274;1.00000019597950;0.345147825078434;1.00000019501359;1.00000019503915;1.00000019403116;1.00000019553731
0.335160265093884;1.00000019998984;1.00000019612598;0.999054222303756;1.00000019734098;1.00000018327236;0.380615477274521;1.00000019646942;1.00000019187046;1.00000019077604;1.00000019186687
0.376493580679247;1.00000020003759;1.00000019491287;0.997898870925839;1.00000019728986;1.00000019672803;0.418732133032295;1.00000019805727;1.00000019762394;1.00000019613768;1.00000019064104
0.422924287438950;1.00000019996202;1.00000019330478;0.995729895572773;1.00000019686610;1.00000019655054;0.459336718382083;1.00000019581054;1.00000020394390;1.00000019581231;1.00000019661127
0.475081016210280;1.00000019996400;1.00000019526982;0.992213156134534;1.00000019721407;1.00000019831964;0.502279775236120;1.00000019669536;1.00000019971004;1.00000019875234;1.00000019743972
0.533669923120631;1.00000019979645;1.00000019404305;0.986964268687185;1.00000019678624;1.00000019963949;0.547226687911941;1.00000019839377;1.00000020279704;1.00000019677639;1.00000019674458
0.599484250318941;1.00000019994443;1.00000019013147;0.979630874968370;1.00000019612778;1.00000019594911;0.593566544644786;1.00000020097140;1.00000019310523;1.00000019681862;1.00000019688834
0.673415065775082;1.00000020002686;1.00000019425122;0.970089761951522;1.00000019637374;1.00000018965371;0.640992455330212;1.00000019657115;1.00000019957075;1.00000019683139;1.00000019776758
0.756463327554629;1.00000019999784;1.00000019819915;0.958244389319025;1.00000019698280;1.00000019605147;0.688544383302576;1.00000019737458;1.00000019841155;1.00000019669453;1.00000019732828
0.849753435908645;1.00000020011926;1.00000018018144;0.944191020773165;1.00000019762109;1.00000019674288;0.735362908515616;1.00000019072304;1.00000020376886;1.00000019706907;1.00000019582952
0.954548456661834;1.00000020003642;1.00000011466689;0.928027717147909;1.00000019715044;1.00000019676703;0.780441395367621;1.00000019826725;1.00000020247962;1.00000019589710;1.00000019660300
1.07226722201032;1.00000019999266;0.999999884751638;0.909944601123055;1.00000019838598;1.00000019776724;0.822736508608726;1.00000019650890;1.00000022354755;1.00000019794811;1.00000019697839
1.20450354025878;1.00000019998786;0.999998664412885;0.890212076802064;1.00000019730959;1.00000019624353;0.861240522624719;1.00000019621539;1.00000024850149;1.00000019705409;1.00000019701461
1.35304777457981;1.00000019991679;0.999993750951370;0.868893554416142;1.00000019784219;1.00000019676194;0.895106448510316;1.00000019619028;1.00000019405248;1.00000019752063;1.00000019579326
1.51991108295293;1.00000019997909;0.999976244069069;0.845952314461060;1.00000019754525;1.00000019802780;0.923755709133058;1.00000019806652;1.00000019844827;1.00000019668834;1.00000019607746
1.70735264747069;1.00000019996272;0.999921958602658;0.821743325917647;1.00000019755435;1.00000019769393;0.946994754355790;1.00000019636444;1.00000020348707;1.00000019657212;1.00000019812359
1.91791026167249;1.00000020004409;0.999776770094349;0.796304119714852;1.00000019784444;1.00000019593970;0.964864252248987;1.00000019718394;1.00000021376976;1.00000019749605;1.00000019595995
2.15443469003188;1.00000019995351;0.999431417484072;0.769903197417400;1.00000019717513;1.00000019569924;0.977940819370905;1.00000019770212;1.00000019538741;1.00000019671354;1.00000019704529
2.42012826479438;1.00000019999462;0.998695096873924;0.742475307922547;1.00000019778823;1.00000019711085;0.986984333879820;1.00000019691337;1.00000025712240;1.00000020114250;1.00000019605440
2.71858824273294;1.00000020001804;0.997265911066362;0.714286010198295;1.00000019762502;1.00000019613266;0.992780280633783;1.00000019695039;1.00000019709328;1.00000019591859;1.00000019602013
3.05385550883342;1.00000019999842;0.994777613874815;0.685442608255702;1.00000019747021;1.00000019651873;0.996313259742702;1.00000019721477;1.00000019755930;1.00000019621638;1.00000019810506
3.43046928631492;1.00000019999310;0.990677164806457;0.656071127162802;1.00000020373917;1.00000019700984;0.998257618134127;1.00000019761377;1.00000019631402;1.00000019826892;1.00000019675641
3.85352859371053;1.00000020000559;0.984459514960732;0.626337155632998;1.00000019759028;1.00000019688981;0.999248171176760;1.00000019758045;1.00000021690584;1.00000019684831;1.00000019090240
4.32876128108306;1.00000020000183;0.975580835964034;0.596369286890975;1.00000019692836;1.00000019686704;0.999709623604167;1.00000019687075;1.00000021620699;1.00000019685006;1.00000019581604
4.86260158006535;1.00000020000262;0.963526976952532;0.566309050228054;1.00000020011583;1.00000019775824;0.999900508999204;1.00000020165770;1.00000021472810;1.00000019953951;1.00000019578065
5.46227721768434;1.00000019999001;0.948056704761076;0.536301019407081;1.00000019822726;1.00000019891057;0.999970036085022;1.00000020324363;1.00000019811381;1.00000019621798;1.00000019663291
6.13590727341318;1.00000019999956;0.928994918108225;0.506486131565245;1.00000019715725;1.00000019691538;0.999992276863450;1.00000018109366;1.00000022153661;1.00000019622594;1.00000019664398
6.89261210434970;1.00000020000437;0.906348943462184;0.477003524463780;1.00000019814945;1.00000019687795;0.999998415902952;1.00000019822525;1.00000022025517;1.00000019621441;1.00000019606852
7.74263682681127;1.00000020004625;0.880266501186552;0.447987716502523;1.00000020206142;1.00000019694537;0.999999861052005;1.00000019671803;1.00000021706051;1.00000019621152;1.00000019767713
8.69749002617784;1.00000019951754;0.851052974117450;0.419566679775301;1.00000019820770;1.00000019605033;1.00000015736942;1.00000019592751;1.00000022119880;1.00000019620370;1.00000019663990
9.77009957299226;1.00000019809397;0.819078402173571;0.391860127914926;1.00000019589256;1.00000019695013;1.00000019925424;1.00000019701447;1.00000023241910;1.00000019619823;1.00000020072982
10.9749876549306;1.00000018396171;0.784794500371603;0.364977741884497;1.00000020064288;1.00000019646921;1.00000019840773;1.00000019685338;1.00000019738444;1.00000019620545;1.00000019640157
12.3284673944207;1.00000003835924;0.748664782674157;0.339037781731526;1.00000019841298;1.00000019690183;1.00000020001889;1.00000019840596;1.00000023199278;1.00000019620499;1.00000019832621
13.8488637139387;0.999999414393270;0.711162404963782;0.314071309530077;1.00000018920673;1.00000019757871;1.00000019995379;1.00000019709055;1.00000019484096;1.00000019620444;1.00000019767475
15.5567614393047;0.999996515606166;0.672761135126405;0.290197322288772;1.00000019660533;1.00000019659244;1.00000020032083;1.00000019723490;1.00000022068803;1.00000019620027;1.00000019655869
17.4752840000768;0.999985638519676;0.633907425667499;0.267449056727360;1.00000019329140;1.00000019686523;1.00000020000761;1.00000019709127;1.00000020410870;1.00000019620868;1.00000019683405
19.6304065004027;0.999950762256954;0.595062588616140;0.245886974789632;1.00000019589409;1.00000019730608;1.00000019281056;1.00000020050944;1.00000022695129;1.00000019620470;1.00000020909213
22.0513073990305;0.999853404243230;0.556455867174267;0.225528838345898;1.00000019249282;1.00000019774577;1.00000019999944;1.00000019797748;1.00000023617437;1.00000019620237;1.00000020007656
24.7707635599171;0.999614600918427;0.518568220311111;0.206387496872323;1.00000019879853;1.00000019688410;1.00000020000737;1.00000019685099;1.00000023134860;1.00000019564636;1.00000019665347
27.8255940220713;0.999086076037575;0.481636384016316;0.188462482891767;1.00000020057580;1.00000020033528;1.00000019847088;1.00000019600490;1.00000025184959;1.00000019567315;1.00000019678847
31.2571584968824;0.998024732723857;0.445903400596625;0.171741121834533;1.00000018700283;1.00000019762055;1.00000019999641;1.00000019588731;1.00000022168096;1.00000019567935;1.00000019693409
35.1119173421513;0.996091549037676;0.411566797761313;0.156204272604601;1.00000020982539;1.00000019769467;1.00000020000683;1.00000019702762;1.00000022284670;1.00000019716520;1.00000019866923
39.4420605943766;0.992822567852519;0.378787877001317;0.141810051110067;1.00000018242180;1.00000019757232;1.00000019998608;1.00000019623024;1.00000019544078;1.00000019705719;1.00000018070981
44.3062145758388;0.987677320097366;0.347663037787749;0.128522224223750;1.00000023639253;1.00000019972339;1.00000019997458;1.00000019733345;1.00000020786906;1.00000019685320;1.00000019829568
49.7702356433211;0.980036250436467;0.318274091599123;0.116293767617577;1.00000018754775;1.00000019702689;1.00000019999833;1.00000019619059;1.00000020487189;1.00000019683622;1.00000019684814
55.9081018251222;0.969317455192553;0.290689713315950;0.105072885107894;1.00000020212105;1.00000019160154;1.00000019999463;1.00000019807570;1.00000020636306;1.00000019756640;1.00000019956639
62.8029144183425;0.955096481883830;0.264903540197008;0.0948044272904329;1.00000005691084;1.00000020918380;1.00000019996828;1.00000019654171;1.00000020795864;1.00000019760419;1.00000019621917
70.5480231071865;0.937071939071611;0.240894374675506;0.0854311813618342;0.999999495427532;1.00000019785371;1.00000020005548;1.00000019609782;1.00000019883439;1.00000019754493;1.00000019620912
79.2482898353917;0.914799093083323;0.218639126496365;0.0768950140232571;0.999997409375335;1.00000020029500;1.00000019355763;1.00000019644807;1.00000027865576;1.00000019752194;1.00000019620930
89.0215085445039;0.888499687223412;0.198086215162084;0.0691378563756467;0.999990972918847;1.00000019787547;1.00000019993855;1.00000019737522;1.00000027397045;1.00000019753912;1.00000019619779
100;0.858343681724623;0.179169530753139;0.0621025271857894;0.999973050747123;1.00000019042597;1.00000019991827;1.00000019707594;1.00000027065511;1.00000019752099;1.00000019621654
